Index,Released,released_year,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide
72,24-Jun-16,2016,The Shallows,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000 ","2,962","2,962","11,298","$16,800,868 ","$55,121,623 ","$57,160,796 ","$63,685,022 ","$118,806,645 "
73,1-Jul-16,2016,The Purge: Election Year,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$10,000,000 ","2,796","2,821","10,822","$31,515,110 ","$79,042,440 ","$81,966,550 ","$39,514,684 ","$118,557,124 "
74,23-Dec-16,2016,Why Him?,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$38,000,000 ","2,970","3,008","13,323","$11,002,986 ","$60,323,786 ","$61,457,058 ","$57,115,752 ","$117,439,538 "
75,31-Dec-16,2016,Finding Mr Right 2,,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$116,100,802 ","$116,100,802 "
76,22-Jan-16,2016,The 5th Wave,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$38,000,000 ","2,908","2,908","12,484","$10,326,356 ","$34,912,982 ","$36,204,553 ","$76,423,416 ","$111,336,398 "
77,26-Aug-16,2016,Mechanic: Resurrection,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"2,258","2,258","8,138","$7,456,525 ","$21,218,403 ","$22,003,356 ","$89,094,555 ","$110,312,958 "
78,20-May-16,2016,Neighbors 2: Sorority Rising,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,384","3,416","11,725","$21,760,405 ","$55,340,730 ","$57,388,015 ","$53,417,791 ","$108,758,521 "
79,11-Mar-16,2016,10 Cloverfield Lane,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","3,391","3,427","16,734","$24,727,437 ","$72,082,999 ","$74,749,647 ","$36,203,423 ","$108,286,422 "
80,22-Jan-16,2016,Dirty Grandpa,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$11,500,000 ","2,912","2,912","11,527","$11,111,875 ","$35,593,113 ","$36,909,846 ","$69,648,297 ","$105,241,410 "
81,8-Jul-16,2016,Cold War 2,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,22,23,64,"$157,385 ","$560,824 ","$581,570 ","$104,000,000 ","$104,560,824 "
82,12-Feb-16,2015,The Little Prince,Entertainment One,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$77,500,000 ",52,163,851,"$116,927 ","$1,311,213 ","$1,359,717 ","$100,718,606 ","$102,029,819 "
83,12-Feb-16,2016,How to be Single,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$37,000,000 ","3,343","3,357","13,088","$17,878,911 ","$46,843,513 ","$48,576,452 ","$53,177,762 ","$100,021,275 "
84,22-Jul-16,2016,Busanhaeng,Well Go USA,Horror,Original Screenplay,Live Action,Science Fiction,$0 ,27,36,286,"$284,776 ","$2,129,768 ","$2,208,396 ","$96,328,335 ","$98,458,103 "
85,10-May-16,2015,Sha po long 2,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$94,703,201 ","$94,703,201 "
86,13-May-16,2016,Money Monster,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$27,000,000 ","3,104","3,104","11,438","$14,788,157 ","$41,012,075 ","$42,529,282 ","$52,457,624 ","$93,469,699 "
87,25-Mar-16,2016,My Big Fat Greek Wedding 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","3,133","3,179","16,199","$17,861,950 ","$59,689,605 ","$61,897,772 ","$32,368,209 ","$92,057,814 "
88,19-Aug-16,2016,Ben-Hur,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$95,000,000 ","3,084","3,084","10,111","$11,203,815 ","$26,410,477 ","$27,387,509 ","$65,440,839 ","$91,851,316 "
89,9-Dec-16,2016,Office Christmas Party,Paramount Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000 ","3,210","3,210","12,535","$16,890,204 ","$54,767,494 ","$56,659,265 ","$36,572,882 ","$91,340,376 "
90,19-Aug-16,2016,Line Walker,Asia Releasing,Action,Based on TV,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$89,565,024 ","$89,565,024 "
91,19-Aug-16,2016,War Dogs,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","3,258","3,258","12,928","$14,685,305 ","$43,034,523 ","$44,626,548 ","$43,200,000 ","$86,234,523 "
92,16-Dec-16,2016,Collateral Beauty,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$36,000,000 ","3,528","3,528","11,425","$7,102,085 ","$31,016,021 ","$31,916,552 ","$54,299,049 ","$85,315,070 "
93,21-Oct-16,2016,Ouija: Origin of Evil,Universal,Horror,Based on Game,Live Action,Fantasy,"$9,000,000 ","3,167","3,168","10,634","$14,065,500 ","$35,144,505 ","$36,444,644 ","$46,687,361 ","$81,831,866 "
94,8-Apr-16,2016,The Boss,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$29,000,000 ","3,480","3,495","17,643","$23,586,645 ","$63,077,560 ","$65,411,061 ","$15,574,835 ","$78,652,395 "
95,18-Nov-16,2016,Manchester by the Sea,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000 ",4,"1,213","10,502","$256,498 ","$47,695,371 ","$48,748,613 ","$30,038,496 ","$77,733,867 "
96,19-Aug-16,2016,Kubo and the Two Strings,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Fantasy,"$55,000,000 ","3,260","3,279","16,409","$12,608,372 ","$48,023,088 ","$49,799,664 ","$29,525,476 ","$77,548,564 "
97,31-Dec-16,2017,Boonie Bears: Entangled Worlds,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$77,026,851 ","$77,026,851 "
98,8-Jul-16,2016,Mike and Dave Need Wedding Dates,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$33,000,000 ","2,982","3,008","10,094","$16,628,170 ","$46,009,673 ","$47,711,762 ","$29,900,000 ","$75,909,673 "
99,11-Oct-16,2016,Shin Godjira,FUNimation,Action,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,$0 ,34,487,68,"$451,293 ","$1,908,028 ","$1,978,612 ","$73,704,456 ","$75,612,484 "
100,16-Mar-16,2016,Miracles from Heaven,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$13,000,000 ","3,047","3,155","17,594","$14,812,393 ","$61,705,123 ","$63,987,854 ","$12,093,597 ","$73,798,720 "
1,15-Dec-17,2017,Star Wars Ep. VIII: The Last Jedi,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,"$317,000,000 ","4,232","4,232","28,185","$220,009,584 ","$620,181,382 ","$620,181,382 ","$696,997,150 ","$1,317,178,532 "
2,17-Mar-17,2017,Beauty and the Beast,Walt Disney,Musical,Remake,Animation/Live Action,Fantasy,"$160,000,000 ","4,210","4,210","35,923","$174,750,616 ","$504,014,165 ","$504,014,165 ","$757,093,271 ","$1,261,107,436 "
3,14-Apr-17,2017,The Fate of the Furious,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$250,000,000 ","4,310","4,329","24,612","$98,786,705 ","$225,764,765 ","$225,764,765 ","$1,009,143,255 ","$1,234,908,020 "
4,30-Jun-17,2017,Despicable Me 3,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","4,529","4,535","35,489","$72,434,025 ","$264,624,300 ","$264,624,300 ","$769,896,568 ","$1,034,520,868 "
5,20-Dec-17,2017,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,Original Screenplay,Live Action,Fantasy,"$90,000,000 ","3,765","3,849","43,252","$36,169,328 ","$404,508,916 ","$404,508,916 ","$557,249,624 ","$961,758,540 "
6,7-Jul-17,2017,Spider-Man: Homecoming,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$175,000,000 ","4,348","4,348","34,848","$117,027,503 ","$334,201,140 ","$334,201,140 ","$545,869,746 ","$880,070,886 "
7,5-May-17,2017,Guardians of the Galaxy Vol 2,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","4,347","4,347","30,496","$146,510,104 ","$389,813,101 ","$389,813,101 ","$473,067,149 ","$862,880,250 "
8,28-Jul-17,2017,Wolf Warrior 2,The H Collective,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,53,53,268,"$219,022 ","$2,721,100 ","$2,721,100 ","$855,881,967 ","$858,603,067 "
9,3-Nov-17,2017,Thor: Ragnarok,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$180,000,000 ","4,080","4,080","26,570","$122,744,989 ","$315,058,289 ","$315,058,289 ","$533,461,071 ","$848,519,360 "
10,2-Jun-17,2017,Wonder Woman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000 ","4,165","4,165","38,939","$103,251,471 ","$412,563,408 ","$412,563,408 ","$408,569,970 ","$821,133,378 "
11,22-Nov-17,2017,Coco,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,"$175,000,000 ","3,987","3,987","28,080","$50,802,605 ","$209,726,015 ","$209,726,015 ","$590,369,602 ","$800,095,617 "
12,26-May-17,2017,Pirates of the Caribbean: Dead Men Te…,Walt Disney,Adventure,Based on Theme Park Ride,Live Action,Fantasy,"$230,000,000 ","4,276","4,276","22,128","$62,983,253 ","$172,558,876 ","$172,558,876 ","$616,894,598 ","$789,453,474 "
13,8-Sep-17,2017,It,Warner Bros.,Horror,Remake,Live Action,Historical Fiction,"$35,000,000 ","4,103","4,148","30,627","$123,403,419 ","$327,481,748 ","$327,481,748 ","$369,977,480 ","$697,459,228 "
14,17-Nov-17,2017,Justice League,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$300,000,000 ","4,051","4,051","22,381","$93,842,239 ","$229,024,295 ","$229,024,295 ","$426,929,151 ","$655,953,446 "
15,3-Mar-17,2017,Logan,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$127,000,000 ","4,071","4,071","23,365","$88,411,916 ","$226,277,068 ","$226,277,068 ","$389,199,897 ","$615,476,965 "
16,21-Jun-17,2017,Transformers: The Last Knight,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$217,000,000 ","4,069","4,132","16,129","$44,680,073 ","$130,168,683 ","$130,168,683 ","$472,788,480 ","$602,957,163 "
17,10-Mar-17,2017,Kong: Skull Island,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$185,000,000 ","3,846","3,846","23,268","$61,025,472 ","$168,052,812 ","$168,052,815 ","$393,037,129 ","$561,089,941 "
18,31-Mar-17,2017,The Boss Baby,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$125,000,000 ","3,773","3,829","31,488","$50,198,902 ","$175,003,033 ","$175,003,033 ","$335,885,324 ","$510,888,357 "
19,21-Jul-17,2017,Dunkirk,Warner Bros.,Action,Original Screenplay,Live Action,Dramatization,"$150,000,000 ","3,720","4,014","29,843","$50,513,488 ","$190,068,280 ","$190,068,280 ","$309,832,580 ","$499,900,860 "
20,14-Jul-17,2017,War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$152,000,000 ","4,022","4,100","22,157","$56,262,929 ","$146,880,162 ","$146,880,162 ","$342,712,105 ","$489,592,267 "
21,9-Jun-17,2017,The Mummy,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,"$195,000,000 ","4,035","4,035","14,901","$31,668,375 ","$80,101,125 ","$80,101,125 ","$329,896,251 ","$409,997,376 "
22,22-Sep-17,2017,Kingsman: The Golden Circle,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$104,000,000 ","4,003","4,038","20,465","$39,023,010 ","$100,234,838 ","$100,234,838 ","$308,587,490 ","$408,822,328 "
23,20-Dec-17,2017,The Greatest Showman,20th Century Fox,Musical,Based on Real Life Events,Live Action,Dramatization,"$84,000,000 ","3,006","3,342","32,236","$8,805,843 ","$174,340,174 ","$174,340,175 ","$213,106,526 ","$387,446,700 "
24,16-Jun-17,2017,Cars 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000 ","4,256","4,256","24,083","$53,688,680 ","$152,901,115 ","$152,901,115 ","$230,648,036 ","$383,549,151 "
25,10-Feb-17,2017,Fifty Shades Darker,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$55,000,000 ","3,710","3,714","15,139","$46,607,250 ","$114,434,010 ","$114,434,010 ","$267,003,472 ","$381,437,482 "
26,7-Apr-17,2016,Kimi no na wa,FUNimation,Drama,Original Screenplay,Digital Animation,Fantasy,$0 ,292,292,978,"$1,637,510 ","$5,000,181 ","$5,000,181 ","$342,179,333 ","$347,179,514 "
27,10-Nov-17,2017,Murder on the Orient Express,20th Century Fox,Drama,Remake,Live Action,Historical Fiction,"$55,000,000 ","3,341","3,354","20,181","$28,681,472 ","$102,826,543 ","$102,826,543 ","$243,098,380 ","$345,924,923 "
28,20-Jan-17,2017,xXx: Return of Xander Cage,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","3,600","3,651","11,733","$20,130,142 ","$44,898,413 ","$44,898,413 ","$300,146,063 ","$345,044,476 "
29,17-Feb-17,2016,The Great Wall,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$150,000,000 ","3,325","3,328","11,260","$18,469,620 ","$45,157,105 ","$45,157,105 ","$289,393,001 ","$334,550,106 "
30,31-Dec-17,2017,Never Say Die,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$334,536,622 ","$334,536,622 "
31,27-Jan-17,2016,Resident Evil: The Final Chapter,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,"$40,000,000 ","3,104","3,104","8,218","$13,601,682 ","$26,844,692 ","$26,844,692 ","$285,980,994 ","$312,825,686 "
32,10-Feb-17,2017,The Lego Batman Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$80,000,000 ","4,088","4,088","26,629","$53,003,468 ","$175,750,384 ","$175,750,385 ","$134,942,512 ","$310,692,896 "
33,29-Dec-17,2017,Qian Ren 3: Yan Zhi Da Zuo Zhan,China Lion Film Distribution,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,21,24,88,"$180,920 ","$837,791 ","$837,791 ","$306,710,033 ","$307,547,824 "
34,11-Aug-17,2017,Annabelle: Creation,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ","3,502","3,565","20,808","$35,006,404 ","$102,092,201 ","$102,092,201 ","$203,293,687 ","$305,385,888 "
35,17-Nov-17,2017,Wonder,Lionsgate,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$20,000,000 ","3,096","3,519","22,931","$27,547,866 ","$132,422,809 ","$132,422,809 ","$172,630,141 ","$305,052,950 "
36,15-Dec-17,2017,Ferdinand,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$111,000,000 ","3,621","3,630","21,453","$13,401,586 ","$84,410,380 ","$84,410,382 ","$205,456,707 ","$289,867,087 "
37,20-Jan-17,2017,Split,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","3,038","3,373","20,502","$40,010,975 ","$138,141,585 ","$138,141,585 ","$140,164,642 ","$278,306,227 "
38,28-Apr-17,2017,Baahubali 2: The Conclusion,Great India Films,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$30,000,000 ",419,425,"1,206","$10,430,497 ","$18,985,794 ","$18,985,794 ","$244,517,120 ","$263,502,914 "
39,6-Oct-17,2017,Blade Runner 2049,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$185,000,000 ","4,058","4,058","18,595","$32,753,122 ","$92,054,159 ","$92,054,159 ","$167,289,900 ","$259,344,059 "
40,27-Jan-17,2017,Gong fu yu jia,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,14,27,61,"$111,979 ","$362,657 ","$362,657 ","$255,641,470 ","$256,004,127 "
41,24-Feb-17,2017,Get Out,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","2,781","3,143","24,136","$33,377,060 ","$176,040,665 ","$176,040,665 ","$79,323,036 ","$255,363,701 "
42,3-Feb-17,2017,Xi You Fu Yao Pian,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,67,67,153,"$463,883 ","$880,346 ","$880,346 ","$247,924,803 ","$248,805,149 "
43,19-May-17,2017,Alien: Covenant,20th Century Fox,Horror,Original Screenplay,Live Action,Science Fiction,"$97,000,000 ","3,761","3,772","13,537","$36,160,621 ","$74,262,031 ","$74,262,031 ","$164,259,216 ","$238,521,247 "
44,28-Jun-17,2017,Baby Driver,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$34,000,000 ","3,226","3,226","21,722","$20,553,320 ","$107,825,862 ","$107,825,862 ","$120,278,323 ","$228,104,185 "
45,15-Dec-17,2017,Fang Hua,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Historical Fiction,$0 ,30,35,140,"$338,604 ","$1,891,956 ","$1,891,956 ","$225,196,258 ","$227,088,214 "
46,20-Oct-17,2017,Geostorm,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$100,000,000 ","3,246","3,246","12,315","$13,707,376 ","$33,700,160 ","$33,700,160 ","$187,100,000 ","$220,800,160 "
47,28-Jul-17,2017,The Emoji Movie,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","4,075","4,075","23,453","$24,531,923 ","$86,089,513 ","$86,089,513 ","$130,418,788 ","$216,508,301 "
48,21-Jul-17,2017,Valerian and the City of a Thousand P…,STX Entertainment,Adventure,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$180,000,000 ","3,553","3,553","11,129","$17,007,624 ","$40,479,370 ","$40,479,370 ","$174,623,371 ","$215,102,741 "
49,27-Jan-17,2017,A Dog’s Purpose,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$25,000,000 ","3,059","3,178","18,021","$18,222,810 ","$64,321,890 ","$64,321,890 ","$139,409,817 ","$203,731,707 "
50,7-Apr-17,2017,Smurfs: The Lost Village,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,"$60,000,000 ","3,610","3,610","18,099","$13,210,449 ","$45,020,282 ","$45,020,286 ","$152,402,156 ","$197,422,438 "
51,1-Dec-17,2017,The Shape of Water,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,"$19,500,000 ",2,"2,341","15,406","$166,564 ","$63,859,435 ","$63,859,435 ","$125,398,758 ","$189,258,193 "
52,22-Dec-17,2017,Pitch Perfect 3,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$45,000,000 ","3,447","3,468","17,362","$19,928,525 ","$104,897,530 ","$104,897,530 ","$80,838,882 ","$185,736,412 "
53,22-Dec-17,2017,The Post,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$50,000,000 ",9,"2,851","15,989","$526,011 ","$81,903,458 ","$81,903,458 ","$97,865,999 ","$179,769,457 "
54,25-May-17,2017,Baywatch,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$60,000,000 ","3,647","3,647","12,583","$18,503,871 ","$58,060,186 ","$58,060,186 ","$117,957,005 ","$176,017,191 "
55,10-Nov-17,2017,Daddy’s Home 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","3,575","3,575","23,168","$29,651,193 ","$104,029,443 ","$104,029,443 ","$71,780,367 ","$175,809,810 "
56,18-Aug-17,2017,The Hitman’s Bodyguard,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","3,377","3,377","20,672","$21,384,504 ","$75,468,583 ","$75,468,583 ","$97,310,709 ","$172,779,292 "
57,10-Feb-17,2017,John Wick: Chapter Two,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,113","3,113","15,963","$30,436,123 ","$92,029,184 ","$92,029,184 ","$79,341,313 ","$171,370,497 "
58,31-Mar-17,2017,Ghost in the Shell,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$110,000,000 ","3,440","3,440","10,907","$18,676,033 ","$40,563,557 ","$40,563,557 ","$127,355,290 ","$167,918,847 "
59,10-Nov-17,2017,"Three Billboards Outside Ebbing, Miss…",Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ",4,"1,726","15,397","$322,168 ","$54,513,740 ","$54,513,740 ","$98,952,413 ","$153,466,153 "
60,10-Feb-17,2017,Cheng feng po lang,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,27,30,84,"$160,739 ","$469,706 ","$469,706 ","$152,549,032 ","$153,018,738 "
61,22-Nov-17,2017,Darkest Hour,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$30,000,000 ",4,"1,733","13,308","$175,006 ","$56,443,120 ","$56,443,120 ","$93,912,708 ","$150,355,828 "
62,24-Mar-17,2017,Power Rangers,Lionsgate,Action,Based on TV,Live Action,Kids Fiction,"$120,000,000 ","3,693","3,693","15,803","$40,300,288 ","$85,364,450 ","$85,364,450 ","$57,180,907 ","$142,545,357 "
63,21-Jul-17,2017,Girls Trip,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","2,591","2,648","17,956","$31,201,920 ","$115,108,515 ","$115,108,515 ","$25,777,838 ","$140,886,353 "
64,13-Oct-17,2017,The Foreigner,STX Entertainment,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000 ","2,515","2,515","10,435","$13,113,024 ","$34,393,507 ","$34,393,507 ","$106,390,139 ","$140,783,646 "
65,12-May-17,2017,King Arthur: Legend of the Sword,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$175,000,000 ","3,702","3,702","12,290","$15,371,270 ","$39,175,066 ","$39,175,067 ","$100,775,642 ","$139,950,708 "
66,29-Sep-17,2017,American Made,Universal,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$50,000,000 ","3,024","3,098","14,863","$16,776,390 ","$51,342,000 ","$51,342,000 ","$84,205,797 ","$135,547,797 "
67,19-Oct-17,2017,Secret Superstar,ZeeTV,Musical,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$128,649,838 ","$128,649,838 "
68,1-Nov-17,2017,A Bad Moms Christmas,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","3,615","3,615","18,530","$16,759,161 ","$72,110,659 ","$72,110,659 ","$55,600,000 ","$127,710,659 "
69,13-Oct-17,2017,Happy Death Day,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","3,149","3,535","14,476","$26,039,025 ","$55,683,845 ","$55,683,845 ","$69,329,155 ","$125,013,000 "
70,2-Jun-17,2017,Captain Underpants: The First Epic Movie,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$38,000,000 ","3,434","3,529","16,236","$23,851,539 ","$73,921,000 ","$73,921,000 ","$49,314,587 ","$123,235,587 "
71,22-Sep-17,2017,The Lego Ninjago Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$70,000,000 ","4,047","4,047","20,687","$20,433,071 ","$59,281,555 ","$59,281,555 ","$63,457,991 ","$122,739,546 "
72,31-Dec-17,2018,Wu Wen Xi Dong,,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$119,035,160 ","$119,035,160 "
73,4-Aug-17,2017,The Dark Tower,Sony Pictures,Western,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$60,000,000 ","3,451","3,451","17,150","$19,153,698 ","$50,701,325 ","$50,701,328 ","$62,741,910 ","$113,443,235 "
74,27-Jan-17,2017,Buddies in India,China Lion Film Distribution,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,55,55,82,"$181,705 ","$292,662 ","$292,662 ","$109,911,139 ","$110,203,801 "
75,22-Dec-17,2017,Along With The Gods: The Two Worlds,Well Go USA,Action,Based on Web Series,Live Action,Fantasy,$0 ,17,35,158,"$185,546 ","$1,908,822 ","$1,908,822 ","$102,224,796 ","$104,133,618 "
76,27-Oct-17,2017,Jigsaw,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","2,941","2,941","10,856","$16,640,452 ","$38,052,832 ","$38,052,832 ","$64,446,750 ","$102,499,582 "
77,6-Jan-17,2016,Railroad Tigers,Well Go USA,Action,Original Screenplay,Live Action,Historical Fiction,$0 ,43,43,61,"$116,211 ","$218,044 ","$218,044 ","$101,595,233 ","$101,813,277 "
78,24-Mar-17,2017,Life,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$58,000,000 ","3,146","3,146","10,305","$12,501,936 ","$30,234,022 ","$30,234,022 ","$70,695,781 ","$100,929,803 "
79,28-Jul-17,2017,Atomic Blonde,Focus Features,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Historical Fiction,"$30,000,000 ","3,304","3,326","12,894","$18,286,420 ","$51,573,925 ","$51,573,925 ","$46,771,498 ","$98,345,423 "
80,31-Dec-17,2017,Yao Mao Zhuan,,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,$0 ,0,0,0,$0 ,$0 ,$0 ,"$97,033,612 ","$97,033,612 "
81,3-Mar-17,2017,The Shack,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"2,888","2,888","15,555","$16,172,119 ","$57,386,418 ","$57,386,418 ","$39,552,201 ","$96,938,619 "
82,25-Aug-17,2016,Ballerina,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$30,000,000 ","2,575","2,705","13,599","$4,730,038 ","$21,858,070 ","$21,858,070 ","$75,050,087 ","$96,908,157 "
83,31-Dec-17,2018,Xiong Chu Mei Zhi Bian Xing Ji,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$96,509,976 ","$96,509,976 "
84,13-Jan-17,2016,Some Like It Hot,China Lion Film Distribution,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,10,10,10,"$42,230 ","$42,230 ","$42,230 ","$95,636,923 ","$95,679,153 "
85,29-Sep-17,2017,Chasing the Dragon,Well Go USA,Action,Remake,Live Action,Contemporary Fiction,$0 ,52,52,108,"$138,346 ","$456,854 ","$456,854 ","$87,512,183 ","$87,969,037 "
