Index,Date,Released,Year,Released,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide,Profit
25,19-Apr-13,19-Apr-13,2013,2013,Oblivion,Universal,Thriller/Suspense,Comic,Live Action,Science Fiction,"$120,000,000 ","3,783","3,792","17,538","$37,054,485 ",89.11,"$98,313,882 ","$198,809,398 ","$287,916,633 ","($30,892,765)"
27,9-Aug-13,9-Aug-13,2013,2013,Elysium,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$120,000,000 ","3,284","3,284","18,976","$29,807,393 ",93.05,"$102,664,144 ","$193,141,974 ","$286,192,091 ","($26,949,883)"
34,12-Feb-14,12-Feb-14,2014,2014,RoboCop,Sony Pictures,Action,Remake,Live Action,Science Fiction,"$120,000,000 ","3,372","3,372","13,721","$21,681,430 ",58.61,"$64,345,757 ","$184,374,792 ","$242,981,799 ","($61,392,993)"
45,7-Aug-15,5-Aug-15,2015,2015,Fantastic Four,20th Century Fox,Action,Comic,Live Action,Super Hero,"$120,000,000 ","3,995","4,004","14,869","$25,685,737 ",56.12,"$59,712,267 ","$111,860,048 ","$167,977,596 ","($63,882,452)"
19,29-Jul-16,20-Jul-16,2016,2016,Jason Bourne,Universal,Action,Fiction Book,Live Action,Contemporary Fiction,"$120,000,000 ","4,026","4,039","22,794","$59,215,365 ",162.19,"$168,193,115 ","$254,004,139 ","$416,197,059 ","$42,192,920 "
62,24-Mar-17,24-Mar-17,2017,2017,Power Rangers,Lionsgate,Action,TV,Live Action,Kids Fiction,"$120,000,000 ","3,693","3,693","15,803","$40,300,288 ",85.36,"$85,364,450 ","$57,180,907 ","$142,545,357 ","($34,635,550)"
15,13-Apr-18,9-Apr-18,2018,2018,Rampage,Warner Bros.,Action,Game,Live Action,Science Fiction,"$120,000,000 ","4,101","4,115","21,557","$35,753,093 ",99.35,"$99,345,950 ","$325,400,000 ","$424,745,950 ","($20,654,050)"
3,19-Nov-10,18-Nov-10,2010,2010,Harry Potter and the Deathly Hallows:…,Warner Bros.,Adventure,Fiction Book,Animation/Live Action,Fantasy,"$125,000,000 ","4,125","4,125","27,887","$125,017,372 ",295.98,"$336,426,739 ","$664,300,000 ","$960,283,305 ","$170,983,305 "
11,1-Apr-10,1-Apr-10,2010,2010,Clash of the Titans,Warner Bros.,Action,Remake,Live Action,Fantasy,"$125,000,000 ","3,777","3,802","22,766","$61,235,105 ",163.21,"$185,556,093 ","$330,000,000 ","$493,214,888 ","$38,214,888 "
1,15-Jul-11,13-Jul-11,2011,2011,Harry Potter and the Deathly Hallows:…,Warner Bros.,Adventure,Fiction Book,Animation/Live Action,Fantasy,"$125,000,000 ","4,375","4,375","26,153","$169,189,427 ",381.01,"$430,979,904 ","$960,500,000 ","$1,341,511,219 ","$256,011,219 "
7,29-Apr-11,29-Apr-11,2011,2011,Fast Five,Universal,Action,Factual Book,Live Action,Contemporary Fiction,"$125,000,000 ","3,644","3,793","23,595","$86,198,765 ",210.03,"$237,576,415 ","$420,132,129 ","$630,163,454 ","$85,031,325 "
12,16-Dec-11,16-Dec-11,2011,2011,Sherlock Holmes: A Game of Shadows,Warner Bros.,Action,Fiction Book,Live Action,Historical Fiction,"$125,000,000 ","3,703","3,703","24,480","$39,637,079 ",186.85,"$211,140,237 ","$348,815,025 ","$535,663,443 ","$61,848,418 "
18,8-Jun-12,30-May-12,2012,2012,Prometheus,20th Century Fox,Adventure,Original Screenplay,Live Action,Science Fiction,"$125,000,000 ","3,396","3,442","14,524","$51,050,101 ",126.48,"$142,525,048 ","$275,971,181 ","$402,448,265 ","$1,477,084 "
28,10-Aug-12,10-Aug-12,2012,2012,The Bourne Legacy,Universal,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$125,000,000 ","3,745","3,753","22,777","$38,142,825 ",113.2,"$127,567,671 ","$167,152,050 ","$280,355,920 ","($11,796,130)"
36,3-Aug-12,3-Aug-12,2012,2012,Total Recall,Sony Pictures,Action,Fiction Book,Live Action,Science Fiction,"$125,000,000 ","3,601","3,601","13,501","$25,577,758 ",58.88,"$66,348,659 ","$152,978,119 ","$211,856,088 ","($66,122,031)"
4,21-Nov-14,19-Nov-14,2014,2014,The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,Fiction Book,Live Action,Science Fiction,"$125,000,000 ","4,151","4,151","30,413","$121,897,634 ",337.14,"$369,694,164 ","$429,516,403 ","$766,652,288 ","$212,135,885 "
16,8-Aug-14,8-Aug-14,2014,2014,Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,Comic,Animation/Live Action,Super Hero,"$125,000,000 ","3,845","3,980","28,038","$65,575,105 ",191.2,"$209,927,368 ","$293,800,000 ","$485,004,754 ","$66,204,754 "
25,4-Nov-16,12-Oct-16,2016,2016,Trolls,20th Century Fox,Adventure,Toy,Digital Animation,Kids Fiction,"$125,000,000 ","4,060","4,066","25,885","$46,581,142 ",153.71,"$159,261,013 ","$190,820,361 ","$344,527,425 ","$28,707,064 "
34,21-Dec-16,21-Dec-16,2016,2016,Assassin’s Creed,20th Century Fox,Action,Game,Live Action,Science Fiction,"$125,000,000 ","2,970","2,996","10,601","$10,278,225 ",54.65,"$55,995,099 ","$185,850,000 ","$240,497,948 ","($70,352,052)"
18,31-Mar-17,17-Mar-17,2017,2017,The Boss Baby,20th Century Fox,Adventure,Fiction Book,Digital Animation,Kids Fiction,"$125,000,000 ","3,773","3,829","31,488","$50,198,902 ",175,"$175,003,033 ","$335,885,324 ","$510,888,357 ","$50,003,033 "
24,13-Jul-18,5-Jul-18,2018,2018,Skyscraper,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$125,000,000 ","3,782","3,822","13,761","$24,905,015 ",67.8,"$67,796,355 ","$236,238,260 ","$304,034,615 ","($57,203,645)"
22,19-Dec-14,18-Dec-14,2014,2014,Night at the Museum: Secret of the Tomb,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Fantasy,"$127,000,000 ","3,785","3,914","22,470","$17,100,520 ",113.75,"$123,381,381 ","$240,010,000 ","$353,756,621 ","($13,253,379)"
15,3-Mar-17,23-Feb-17,2017,2017,Logan,20th Century Fox,Action,Comic,Live Action,Super Hero,"$127,000,000 ","4,071","4,071","23,365","$88,411,916 ",226.28,"$226,277,068 ","$389,199,897 ","$615,476,965 ","$99,277,068 "
5,18-Nov-11,18-Nov-11,2011,2011,"The Twilight Saga: Breaking Dawn, Part 1",Summit Entertainment,Drama,Fiction Book,Live Action,Fantasy,"$127,500,000 ","4,061","4,066","24,750","$138,122,261 ",281.29,"$318,152,705 ","$408,132,918 ","$689,420,051 ","$153,787,133 "
3,6-Jun-08,6-Jun-08,2008,2008,Kung Fu Panda,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$130,000,000 ","4,114","4,136","28,198","$60,239,130 ",215.43,"$269,143,217 ","$416,475,940 ","$631,910,531 ","$85,434,591 "
32,26-Nov-08,26-Nov-08,2008,2008,Australia,20th Century Fox,Drama,Original Screenplay,Live Action,Historical Fiction,"$130,000,000 ","2,642","2,721","13,633","$14,800,723 ",49.55,"$61,755,158 ","$165,526,808 ","$215,080,810 ","($80,445,998)"
18,5-Nov-10,5-Nov-10,2010,2010,Megamind,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$130,000,000 ","3,944","3,949","25,326","$46,016,833 ",148.42,"$168,707,096 ","$173,471,355 ","$321,887,208 ","$18,415,853 "
25,23-Jul-10,23-Jul-10,2010,2010,Salt,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$130,000,000 ","3,612","3,612","18,926","$36,011,243 ",118.31,"$134,506,083 ","$172,339,126 ","$290,650,494 ","($11,688,632)"
11,28-Oct-11,28-Oct-11,2011,2011,Puss in Boots,Paramount Pictures,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$130,000,000 ","3,952","3,963","26,358","$34,077,439 ",149.26,"$168,820,630 ","$405,726,973 ","$554,987,477 ","$19,260,504 "
16,21-Dec-11,28-Oct-11,2011,2011,The Adventures of Tintin,Paramount Pictures,Adventure,Comic,Digital Animation,Contemporary Fiction,"$130,000,000 ","3,087","3,087","15,104","$9,720,993 ",77.59,"$87,656,150 ","$296,402,120 ","$373,993,951 ","($52,408,169)"
5,22-Nov-13,15-Nov-13,2013,2013,The Hunger Games: Catching Fire,Lionsgate,Adventure,Fiction Book,Live Action,Science Fiction,"$130,000,000 ","4,163","4,163","30,485","$158,074,286 ",424.67,"$468,450,491 ","$440,200,000 ","$864,868,047 ","$294,668,047 "
33,31-May-13,31-May-13,2013,2013,After Earth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$130,000,000 ","3,401","3,401","11,927","$27,520,040 ",60.52,"$66,775,299 ","$190,977,568 ","$251,499,665 ","($69,477,903)"
84,19-Jul-13,19-Jul-13,2013,2013,R.I.P.D.,Universal,Action,Comic,Live Action,Science Fiction,"$130,000,000 ","2,852","2,852","8,942","$12,691,415 ",33.62,"$37,092,385 ","$45,457,823 ","$79,076,678 ","($96,381,145)"
15,11-Apr-14,20-Mar-14,2014,2014,Rio 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$130,000,000 ","3,948","3,975","26,391","$39,327,869 ",131.54,"$144,418,570 ","$361,307,856 ","$492,846,291 ","$1,538,435 "
23,28-Mar-14,27-Mar-14,2014,2014,Noah,Paramount Pictures,Drama,Religious,Live Action,Historical Fiction,"$130,000,000 ","3,567","3,571","16,893","$43,720,472 ",101.2,"$111,109,470 ","$251,631,021 ","$352,831,065 ","($28,799,956)"
14,17-Jul-15,14-Jul-15,2015,2015,Ant-Man,Walt Disney,Action,Comic,Live Action,Super Hero,"$130,000,000 ","3,856","3,868","25,916","$57,225,526 ",180.2,"$191,745,357 ","$338,657,923 ","$518,860,086 ","$50,202,163 "
19,27-Mar-15,19-Mar-15,2015,2015,Home,20th Century Fox,Adventure,Fiction Book,Digital Animation,Kids Fiction,"$130,000,000 ","3,708","3,801","31,486","$52,107,731 ",177.4,"$188,761,047 ","$208,634,484 ","$386,031,994 ","$47,397,510 "
7,6-Jul-18,3-Jul-18,2018,2018,Ant-Man and the Wasp,Walt Disney,Action,Comic,Live Action,Super Hero,"$130,000,000 ","4,206","4,206","24,664","$75,812,205 ",216.6,"$216,604,404 ","$400,611,590 ","$617,215,994 ","$86,604,404 "
21,26-Nov-14,26-Nov-14,2014,2014,Penguins of Madagascar,20th Century Fox,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$132,000,000 ","3,764","3,775","21,146","$25,447,444 ",83.35,"$91,196,869 ","$284,300,000 ","$367,650,911 ","($48,649,089)"
23,4-Mar-11,4-Mar-11,2011,2011,Rango,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","3,917","3,923","24,289","$38,079,323 ",123.48,"$139,671,395 ","$122,246,993 ","$245,724,600 ","($11,522,393)"
45,18-Nov-11,18-Nov-11,2011,2011,Happy Feet Two,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","3,606","3,611","18,485","$21,237,068 ",64.01,"$72,387,783 ","$93,950,000 ","$157,956,466 ","($70,993,534)"
11,22-Mar-13,15-Mar-13,2013,2013,The Croods,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","4,046","4,065","34,796","$43,639,736 ",187.17,"$206,506,856 ","$385,900,000 ","$573,068,425 ","$52,168,425 "
26,17-Jul-13,17-Jul-13,2013,2013,Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","3,806","3,809","16,334","$21,312,625 ",83.03,"$91,606,681 ","$203,868,448 ","$286,896,578 ","($51,971,870)"
13,25-Dec-15,25-Dec-15,2015,2015,The Revenant,20th Century Fox,Adventure,Fiction Book,Live Action,Dramatization,"$135,000,000 ",4,"3,711","28,381","$474,560 ",183.64,"$190,455,050 ","$349,312,609 ","$532,950,503 ","$48,637,894 "
33,3-Jun-16,2-Jun-16,2016,2016,Teenage Mutant Ninja Turtles: Out of …,Paramount Pictures,Adventure,Comic,Animation/Live Action,Super Hero,"$135,000,000 ","4,071","4,071","15,125","$35,316,382 ",82.05,"$85,087,034 ","$163,572,247 ","$245,623,848 ","($52,948,399)"
6,16-Nov-12,14-Nov-12,2012,2012,"The Twilight Saga: Breaking Dawn, Part 2",Lionsgate,Drama,Fiction Book,Live Action,Fantasy,"$136,200,000 ","4,070","4,070","24,105","$141,067,634 ",292.32,"$329,340,977 ","$537,400,000 ","$829,724,737 ","$156,124,737 "
22,13-Jun-08,13-Jun-08,2008,2008,The Incredible Hulk,Universal,Adventure,Comic,Live Action,Super Hero,"$137,500,000 ","3,505","3,508","17,582","$55,414,050 ",134.81,"$168,414,764 ","$130,766,946 ","$265,573,859 ","($2,693,087)"
35,6-Mar-09,6-Mar-09,2009,2009,Watchmen,Warner Bros.,Action,Comic,Live Action,Super Hero,"$138,000,000 ","3,611","3,611","15,240","$55,214,334 ",107.51,"$128,581,721 ","$79,466,451 ","$186,976,250 ","($30,490,201)"
13,8-May-09,8-May-09,2009,2009,Star Trek,Paramount Pictures,Adventure,TV,Live Action,Science Fiction,"$140,000,000 ","3,849","4,053","30,077","$79,204,289 ",257.73,"$308,245,107 ","$127,950,427 ","$385,680,446 ","$117,730,019 "
17,22-Jul-11,22-Jul-11,2011,2011,Captain America: The First Avenger,Paramount Pictures,Action,Comic,Live Action,Super Hero,"$140,000,000 ","3,715","3,715","21,349","$65,058,524 ",176.65,"$199,822,313 ","$193,915,271 ","$370,569,776 ","$36,654,505 "
18,27-Mar-13,27-Mar-13,2013,2013,G.I. Joe: Retaliation,Paramount Pictures,Action,Toy,Animation/Live Action,Contemporary Fiction,"$140,000,000 ","3,719","3,734","21,232","$40,501,814 ",122.52,"$135,182,268 ","$253,217,645 ","$375,740,705 ","($17,476,940)"
31,12-Dec-14,5-Dec-14,2014,2014,Exodus: Gods and Kings,20th Century Fox,Drama,Religious,Live Action,Historical Fiction,"$140,000,000 ","3,503","3,503","14,235","$24,115,934 ",65.01,"$71,066,188 ","$203,300,000 ","$268,314,513 ","($74,985,487)"
16,29-Jan-16,23-Jan-16,2016,2016,Kung Fu Panda 3,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$140,000,000 ","3,955","3,987","26,899","$41,282,042 ",143.53,"$148,838,340 ","$374,890,132 ","$518,418,751 ","$3,528,619 "
43,1-Jul-16,30-Jun-16,2016,2016,The BFG,Walt Disney,Adventure,Fiction Book,Animation/Live Action,Kids Fiction,"$140,000,000 ","3,357","3,392","11,626","$18,775,350 ",55.48,"$57,536,343 ","$144,192,485 ","$199,676,255 ","($84,516,230)"
64,26-Feb-16,24-Feb-16,2016,2016,Gods of Egypt,Lionsgate,Adventure,Original Screenplay,Live Action,Fantasy,"$140,000,000 ","3,117","3,117","10,965","$14,123,903 ",31.15,"$32,305,957 ","$107,434,099 ","$138,587,563 ","($108,846,536)"
37,15-Jul-16,13-Jul-16,2016,2016,Ghostbusters,Sony Pictures,Comedy,Remake,Live Action,Science Fiction,"$144,000,000 ","3,963","3,963","18,792","$46,018,755 ",128.35,"$133,098,798 ","$100,683,476 ","$229,034,050 ","($15,649,426)"
4,16-Dec-11,14-Dec-11,2011,2011,Mission: Impossible—Ghost Protocol,Paramount Pictures,Action,TV,Live Action,Contemporary Fiction,"$145,000,000 ",425,"3,555","21,418","$12,785,204 ",209.4,"$236,569,129 ","$485,315,327 ","$694,713,230 ","$64,397,903 "
8,8-Jun-12,8-Jun-12,2012,2012,Madagascar 3: Europe's Most Wanted,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$145,000,000 ","4,258","4,263","26,837","$60,316,738 ",216.39,"$243,848,185 ","$530,529,789 ","$746,921,271 ","$71,391,482 "
24,21-Nov-12,20-Nov-12,2012,2012,Rise of the Guardians,Paramount Pictures,Adventure,Fiction Book,Digital Animation,Kids Fiction,"$145,000,000 ","3,653","3,672","25,021","$23,773,465 ",103.41,"$116,388,477 ","$203,488,144 ","$306,900,902 ","($41,587,242)"
12,13-Jun-14,5-Jun-14,2014,2014,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$145,000,000 ","4,253","4,268","28,175","$49,451,322 ",177,"$194,334,906 ","$437,583,346 ","$614,586,270 ","$32,002,924 "
30,7-Mar-14,20-Feb-14,2014,2014,Mr. Peabody & Sherman,20th Century Fox,Adventure,TV,Digital Animation,Kids Fiction,"$145,000,000 ","3,934","3,951","23,555","$32,207,057 ",111.51,"$122,425,045 ","$158,300,000 ","$269,806,430 ","($33,493,570)"
4,1-Jul-08,1-Jul-08,2008,2008,Hancock,Sony Pictures,Action,Original Screenplay,Live Action,Super Hero,"$150,000,000 ","3,965","3,965","22,802","$62,603,879 ",227.95,"$284,774,097 ","$396,287,998 ","$624,234,272 ","$77,946,274 "
6,7-Nov-08,7-Nov-08,2008,2008,Madagascar: Escape 2 Africa,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","4,056","4,065","27,304","$63,106,589 ",180.17,"$224,924,795 ","$419,505,894 ","$599,680,774 ","$30,174,880 "
17,21-Nov-08,21-Nov-08,2008,2008,Bolt,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","3,651","3,654","23,124","$26,223,128 ",114.05,"$142,267,070 ","$213,961,450 ","$328,015,029 ","($35,946,421)"
9,15-May-09,15-May-09,2009,2009,Angels & Demons,Sony Pictures,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$150,000,000 ","3,527","3,527","20,295","$46,204,168 ",133.38,"$159,517,511 ","$357,500,000 ","$490,875,846 ","($16,624,154)"
12,22-May-09,22-May-09,2009,2009,Night at the Museum: Battle of the Sm…,20th Century Fox,Adventure,Fiction Book,Live Action,Fantasy,"$150,000,000 ","4,096","4,101","25,963","$54,173,286 ",177.24,"$211,983,489 ","$224,987,342 ","$402,231,063 ","$27,243,721 "
15,1-May-09,1-May-09,2009,2009,X-Men Origins: Wolverine,20th Century Fox,Action,Spin-Off,Live Action,Super Hero,"$150,000,000 ","4,099","4,102","21,995","$85,058,003 ",179.88,"$215,140,256 ","$194,942,603 ","$374,825,760 ","$29,883,157 "
23,24-Jul-09,24-Jul-09,2009,2009,G-Force,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,"$150,000,000 ","3,697","3,697","23,642","$31,706,934 ",119.44,"$142,846,380 ","$173,381,071 ","$292,817,841 ","($30,563,230)"
19,1-Jul-10,1-Jul-10,2010,2010,The Last Airbender,Paramount Pictures,Adventure,TV,Live Action,Fantasy,"$150,000,000 ","3,169","3,203","14,725","$40,325,019 ",131.77,"$149,809,441 ","$187,941,694 ","$319,713,881 ","($18,227,813)"
49,12-Feb-10,12-Feb-10,2010,2010,The Wolfman,Universal,Horror,Remake,Live Action,Fantasy,"$150,000,000 ","3,222","3,223","12,248","$31,479,235 ",62.19,"$70,702,572 ","$80,444,474 ","$142,634,358 ","($87,810,116)"
6,26-May-11,26-May-11,2011,2011,Kung Fu Panda 2,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","3,925","3,952","22,353","$47,656,302 ",165.25,"$186,921,067 ","$499,588,484 ","$664,837,547 ","$15,249,063 "
15,6-May-11,29-Apr-11,2011,2011,Thor,Paramount Pictures,Action,Comic,Live Action,Super Hero,"$150,000,000 ","3,955","3,963","22,538","$65,723,338 ",181.03,"$204,772,345 ","$268,295,994 ","$449,326,618 ","$31,030,624 "
25,30-Mar-12,28-Mar-12,2012,2012,Wrath of the Titans,Warner Bros.,Adventure,Fairytale,Animation/Live Action,Fantasy,"$150,000,000 ","3,545","3,545","16,391","$33,457,188 ",83.67,"$94,286,505 ","$221,600,000 ","$305,270,083 ","($66,329,917)"
31,11-May-12,9-May-12,2012,2012,Dark Shadows,Warner Bros.,Black Comedy,TV,Live Action,Fantasy,"$150,000,000 ","3,755","3,755","18,166","$29,685,274 ",79.73,"$89,843,278 ","$158,475,519 ","$238,202,668 ","($70,272,851)"
1,22-Nov-13,22-Nov-13,2013,2013,Frozen,Walt Disney,Musical,Fairytale,Digital Animation,Kids Fiction,"$150,000,000 ",1,"3,742","47,952","$243,390 ",400.74,"$441,580,623 ","$871,731,901 ","$1,272,469,910 ","$250,738,009 "
10,8-Nov-13,30-Oct-13,2013,2013,Thor: The Dark World,Walt Disney,Action,Comic,Live Action,Super Hero,"$150,000,000 ","3,841","3,841","22,518","$85,737,841 ",206.36,"$227,667,947 ","$438,240,376 ","$644,602,516 ","$56,362,140 "
39,28-Jun-13,28-Jun-13,2013,2013,White House Down,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$150,000,000 ","3,222","3,222","12,479","$24,852,258 ",73.1,"$80,656,939 ","$132,336,603 ","$205,440,387 ","($76,896,216)"
8,31-Jul-15,29-Jul-15,2015,2015,Mission: Impossible—Rogue Nation,Paramount Pictures,Action,TV,Live Action,Contemporary Fiction,"$150,000,000 ","3,956","3,988","27,828","$55,520,089 ",195.04,"$207,536,190 ","$494,345,986 ","$689,388,363 ","$45,042,377 "
20,15-May-15,14-May-15,2015,2015,Mad Max: Fury Road,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$150,000,000 ","3,702","3,722","20,865","$45,428,128 ",153.64,"$163,028,808 ","$217,015,379 ","$370,651,733 ","$3,636,354 "
50,9-Oct-15,25-Sep-15,2015,2015,Pan,Warner Bros.,Adventure,Fiction Book,Live Action,Fantasy,"$150,000,000 ","3,515","3,515","12,363","$15,315,435 ",35.09,"$37,335,131 ","$116,455,315 ","$151,543,635 ","($114,911,680)"
4,4-Mar-16,10-Feb-16,2016,2016,Zootopia,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","3,827","3,959","38,728","$75,063,401 ",341.27,"$353,893,195 ","$678,438,346 ","$1,019,706,594 ","$191,268,248 "
12,23-Nov-16,27-Jan-16,2016,2016,Moana,Walt Disney,Musical,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","3,875","3,875","31,937","$56,631,401 ",248.76,"$256,527,522 ","$389,201,232 ","$637,958,276 ","$98,757,044 "
10,2-Jun-17,29-May-17,2017,2017,Wonder Woman,Warner Bros.,Action,Comic,Live Action,Super Hero,"$150,000,000 ","4,165","4,165","38,939","$103,251,471 ",412.56,"$412,563,408 ","$408,569,970 ","$821,133,378 ","$262,563,408 "
19,21-Jul-17,18-Jul-17,2017,2017,Dunkirk,Warner Bros.,Action,Original Screenplay,Live Action,Dramatization,"$150,000,000 ","3,720","4,014","29,843","$50,513,488 ",190.07,"$190,068,280 ","$309,832,580 ","$499,900,860 ","$40,068,280 "
29,17-Feb-17,15-Dec-16,2017,2016,The Great Wall,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$150,000,000 ","3,325","3,328","11,260","$18,469,620 ",45.16,"$45,157,105 ","$289,393,001 ","$334,550,106 ","($104,842,895)"
8,29-Mar-18,20-Mar-18,2018,2018,Ready Player One,Warner Bros.,Adventure,Fiction Book,Animation/Live Action,Science Fiction,"$150,000,000 ","4,234","4,234","21,560","$41,769,050 ",137.02,"$137,018,455 ","$441,603,274 ","$578,621,729 ","($12,981,545)"
11,10-Aug-18,9-Aug-18,2018,2018,The Meg,Warner Bros.,Action,Fiction Book,Live Action,Science Fiction,"$150,000,000 ","4,118","4,118","26,574","$45,402,195 ",142.85,"$142,848,963 ","$384,400,000 ","$527,248,963 ","($7,151,037)"
20,14-Jul-17,14-Jul-17,2017,2017,War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$152,000,000 ","4,022","4,100","22,157","$56,262,929 ",146.88,"$146,880,162 ","$342,712,105 ","$489,592,267 ","($5,119,838)"
13,10-Dec-10,10-Dec-10,2010,2010,The Chronicles of Narnia: The Voyage …,20th Century Fox,Adventure,Fiction Book,Animation/Live Action,Fantasy,"$155,000,000 ","3,555","3,555","21,848","$24,005,069 ",104.39,"$118,575,524 ","$313,800,000 ","$418,186,950 ","($50,613,050)"
17,1-Jul-15,24-Jun-15,2015,2015,Terminator: Genisys,Paramount Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$155,000,000 ","3,758","3,783","14,033","$27,018,486 ",89.76,"$95,510,766 ","$342,389,938 ","$432,150,894 ","($65,239,044)"
26,23-Mar-18,16-Mar-18,2018,2018,Pacific Rim: Uprising,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$155,000,000 ","3,708","3,708","12,723","$28,116,535 ",59.19,"$59,185,715 ","$231,055,623 ","$290,241,338 ","($95,814,285)"
68,30-Sep-16,29-Sep-16,2016,2016,Deepwater Horizon,Lionsgate,Drama,Real Life Event,Live Action,Dramatization,"$156,000,000 ","3,259","3,403","16,674","$20,223,544 ",61.43,"$63,706,205 ","$61,197,779 ","$122,631,306 ","($94,566,473)"
16,25-Dec-08,25-Dec-08,2008,2008,The Curious Case of Benjamin Button,Paramount Pictures,Drama,Fiction Book,Live Action,Fantasy,"$160,000,000 ","2,988","2,988","20,848","$26,853,816 ",127.51,"$156,727,975 ","$202,122,632 ","$329,631,958 ","($32,490,674)"
4,16-Jul-10,16-Jul-10,2010,2010,Inception,Warner Bros.,Thriller/Suspense,Original Screenplay,Animation/Live Action,Science Fiction,"$160,000,000 ","3,792","3,792","31,053","$62,785,337 ",292.58,"$332,624,607 ","$539,825,887 ","$832,402,082 ","$132,576,195 "
34,14-Jul-10,14-Jul-10,2010,2010,The Sorcerer's Apprentice,Walt Disney,Adventure,Short Film,Animation/Live Action,Fantasy,"$160,000,000 ","3,504","3,504","14,637","$17,619,622 ",63.15,"$71,795,225 ","$154,835,329 ","$217,986,320 ","($96,849,009)"
18,3-Jun-11,3-Jun-11,2011,2011,X-Men: First Class,20th Century Fox,Action,Comic,Live Action,Super Hero,"$160,000,000 ","3,641","3,692","17,709","$55,101,604 ",146.41,"$165,609,396 ","$209,000,000 ","$355,408,305 ","($13,591,695)"
6,24-May-13,24-May-13,2013,2013,Fast and Furious 6,Universal,Action,Factual Book,Live Action,Contemporary Fiction,"$160,000,000 ","3,658","3,771","20,731","$97,375,245 ",238.68,"$263,340,498 ","$550,620,594 ","$789,300,444 ","$78,679,850 "
14,16-May-14,14-May-14,2014,2014,Godzilla,Warner Bros.,Action,Remake,Live Action,Science Fiction,"$160,000,000 ","3,952","3,952","20,644","$93,188,384 ",200.68,"$220,326,109 ","$328,400,000 ","$529,076,069 ","$40,676,069 "
10,20-Nov-15,18-Nov-15,2015,2015,The Hunger Games: Mockingjay - Part 2,Lionsgate,Thriller/Suspense,Fiction Book,Live Action,Science Fiction,"$160,000,000 ","4,175","4,175","25,500","$102,665,981 ",281.72,"$299,566,246 ","$367,262,885 ","$648,986,787 ","$121,723,902 "
18,10-Jun-16,25-May-16,2016,2016,Warcraft,Universal,Action,Game,Live Action,Fantasy,"$160,000,000 ","3,400","3,406","9,650","$24,166,110 ",47.23,"$48,972,729 ","$378,321,456 ","$425,547,111 ","($112,774,345)"
2,17-Mar-17,16-Mar-17,2017,2017,Beauty and the Beast,Walt Disney,Musical,Remake,Animation/Live Action,Fantasy,"$160,000,000 ","4,210","4,210","35,923","$174,750,616 ",504.01,"$504,014,165 ","$757,093,271 ","$1,261,107,436 ","$344,014,165 "
